,State,Year,GW_Level,Tr_State,Post,DiD,Rainfall_June,RainyDays_June,Rainfall_May,RainyDays_May,Rainfall_P1,RainyDays_P1,Rainfall_P2,RainyDays_P2,Temp_June,Temp_May,Temp_P1,Temp_P2,Time_To_Treatment,Log_GW_Level,Log_Rainfall_May,Log_Temp_May,GSDP,AgGDP,Population,SoD,RiceT,RiceK
260,Uttarakhand,2006,14.33779458,0,0,0,160.9470605,30,106.342868,31,128.196458,41,25.24295619,41,290.810223,289.1237665,282.2418141,282.3711329,-3,2.662899028,4.666668478,5.666854854,3218960,491405,9287.5,NA,283.59,273.66
261,Uttarakhand,2007,15.73863763,0,0,0,149.2619694,30,80.4066004,31,124.8494709,41,23.74159692,41,291.922169,288.7849352,285.4936007,282.3591461,-2,2.756118685,4.387096267,5.665682242,3802186,507118,NA,NA,272.18,259.82
262,Uttarakhand,2008,13.32508712,0,0,0,344.794422,30,81.23849247,31,74.43201141,41,22.48421163,41,290.9603013,287.9481968,282.9324315,283.0077488,-1,2.589648508,4.39738918,5.662780592,4283246,595515,NA,NA,288.36,275.71
263,Uttarakhand,2009,13.16948333,0,1,0,47.82647793,30,82.45925763,31,68.38676827,41,22.91466103,41,291.8040477,288.2528316,283.2196354,281.1764722,0,2.577902284,4.412304324,5.663837983,NA,NA,NA,NA,284.39,270.62
264,Uttarakhand,2010,14.10745734,0,1,0,126.57843,30,59.05608161,31,25.12680578,41,25.13980789,41,291.0980413,289.7257226,286.3093215,283.0010663,1,2.646703547,4.078487528,5.668934691,NA,NA,NA,NA,NA,NA
265,Uttarakhand,2011,8.189594482,0,1,0,242.1830462,30,65.09703375,31,77.93283222,41,23.31942441,41,290.070941,288.9352281,282.5632376,283.215819,2,2.102864383,4.175878984,5.666202539,NA,NA,NA,NA,NA,NA
266,Uttarakhand,2012,15.05435758,0,1,0,60.06055037,30,23.40867493,31,68.56399871,41,13.19752138,41,292.5722513,289.0377865,282.5646429,281.462508,3,2.711667489,3.153106677,5.666557429,NA,NA,NA,NA,NA,NA
267,Uttarakhand,2013,13.86215338,0,1,0,452.8551476,30,21.47526549,31,51.75726569,41,28.52758008,38,290.5597743,289.7514858,283.2604612,281.7407534,4,2.629162348,3.06690183,5.66902361,NA,NA,NA,NA,NA,NA
268,Uttarakhand,2014,16.53703846,0,1,0,99.30785549,30,58.37241573,31,99.33937554,41,36.86428899,41,291.8456077,288.2220865,282.0038517,282.014912,5,2.80560262,4.066843445,5.663731316,NA,NA,NA,NA,NA,NA
269,Uttarakhand,2015,17.0996308,0,1,0,201.2291246,30,31.71748269,31,129.4813578,41,31.2981975,41,290.7310377,289.15079,282.5129439,283.1722359,6,2.839056873,3.456868033,5.666948317,NA,NA,NA,NA,NA,NA
270,Uttarakhand,2016,12.28811316,0,1,0,202.9061672,30,81.63243056,31,68.27930868,41,7.644390656,40,291.7798457,289.3270026,284.2750534,283.5144085,7,2.508632385,4.402226616,5.667557545,NA,NA,NA,NA,NA,NA
271,West Bengal,2002,4.551750607,0,0,0,493.4536119,30,195.0265152,31,86.88861536,41,114.3692186,41,301.5341703,301.7815274,299.9781302,296.9887027,-7,1.515511908,5.273135525,5.709703336,NA,NA,NA,NA,5842.09,384.97
272,West Bengal,2003,4.631953826,0,0,0,443.6816623,30,117.4533883,31,114.0934799,41,91.37863191,41,301.8640687,302.5967126,299.5367551,297.6805166,-6,1.532978772,4.76604156,5.712400937,NA,NA,NA,NA,5856.63,339.76
273,West Bengal,2004,4.67786106,0,0,0,356.7575004,30,141.6668947,31,66.28119767,41,19.02114296,41,301.8005123,303.5212097,300.8466602,297.0144754,-5,1.542840967,4.95347849,5.715451492,20865636,4002017,NA,42,5783.62,320.83
274,West Bengal,2005,5.019238733,0,0,0,279.3511445,30,105.8634438,31,90.24398563,41,235.7201632,41,303.65994,302.4022077,300.0051105,296.7945788,-4,1.613278275,4.662149998,5.711757945,22178946,4446464,NA,NA,5782.94,288.11
275,West Bengal,2006,5.20715691,0,0,0,263.4025456,30,231.5552888,31,47.42645636,41,44.47630467,41,301.9939917,301.9515519,300.3578729,297.7622254,-3,1.650034008,5.444818673,5.71026658,23907712,4736330,85726,NA,5687.03,283.86
276,West Bengal,2007,5.117077452,0,0,0,450.9912571,30,94.12802286,31,48.41659777,41,79.03288732,41,302.164964,303.265329,300.0241137,297.5834739,-2,1.632583466,4.544655801,5.714608096,25763218,5609876,NA,NA,5719.78,281.63
277,West Bengal,2008,4.947991148,0,0,0,498.4358331,30,158.2114512,31,52.31274937,41,58.6344644,41,301.033031,302.3460203,300.3444449,297.6367415,-1,1.598981666,5.063932437,5.711572124,27024826,6036140,NA,NA,5935.71,292.46
278,West Bengal,2009,4.875283161,0,1,0,185.1740878,30,276.7731311,31,41.76121661,41,22.20269995,41,303.3225927,301.8958077,300.7710917,297.9657322,0,1.584178187,5.623198149,5.71008195,NA,NA,NA,NA,5630.1,214.07
279,West Bengal,2010,5.680622121,0,1,0,356.0943374,30,187.8406896,31,48.57116216,41,63.5816084,41,302.680024,302.6502848,302.2498349,298.6801378,1,1.737060755,5.235594208,5.712577963,NA,NA,NA,NA,NA,NA
280,West Bengal,2011,5.209838343,0,1,0,509.0569887,30,176.638488,31,77.79812912,41,42.62365079,41,302.0071633,301.880539,299.589119,297.5276656,2,1.650548827,5.174105203,5.710031373,NA,NA,NA,NA,NA,NA
281,West Bengal,2012,4.539714594,0,1,0,266.1903662,30,75.1312436,31,69.02955698,41,58.00870824,41,303.6095497,303.7722687,299.7221373,297.0292312,3,1.512864145,4.319236499,5.716278305,NA,NA,NA,NA,NA,NA
282,West Bengal,2013,5.158148382,0,1,0,296.1391589,30,199.7039249,31,46.73463095,41,166.3675379,41,302.169698,302.0111416,300.7581156,296.7665388,4,1.640577674,5.296835894,5.710463909,NA,NA,NA,NA,NA,NA
283,West Bengal,2014,4.820817468,0,1,0,357.5169289,30,173.8524467,31,25.66617435,41,44.49421747,41,302.874432,302.5611268,300.594182,297.3689702,5,1.572943513,5.158206932,5.712283329,NA,NA,NA,NA,NA,NA
284,West Bengal,2015,4.651329649,0,1,0,349.6300447,30,138.1443634,31,110.8662217,41,32.0288021,41,302.344352,302.8490823,299.808882,298.1540866,6,1.537153125,4.92829925,5.713234603,NA,NA,NA,NA,NA,NA
285,West Bengal,2016,6.094210151,0,1,0,273.3294255,30,223.4776138,31,58.5638591,41,68.13146917,41,302.701505,302.0740768,301.3454707,297.9653124,7,1.807339165,5.409311247,5.710672275,NA,NA,NA,NA,NA,NA
