"","State","Year","NDVI","Tr_State","Post","DiD","Rainfall_June","RainyDays_June","Rainfall_May","RainyDays_May","Rainfall_P1","RainyDays_P1","Rainfall_P2","RainyDays_P2","Temp_June","Temp_May","Temp_P1","Temp_P2","Time_To_Treatment","Log_NDVI","Log_Rainfall_June","Log_Rainfall_May","Log_Temp_June","Log_Temp_May","GSDP","AgGDP","Population","SoD","RiceT","RiceK"
"14","Andhra Pradesh",2015,0.416821412,0,1,0,222.7237198,30,40.476546748,31,40.561848315,41,211.369127942,41,302.235467333333,305.082462258065,302.352817317073,299.669952926829,6,-0.87509741750165,5.4059320786948,3.70072271373161,5.7112064067288,5.72058210812378,NA,NA,NA,NA,NA,NA
"15","Andhra Pradesh",2016,0.425872972,0,1,0,241.12631109,30,99.210278278,31,3.803419384,40,29.055280955,39,302.128956666667,304.848147096774,303.968583658537,300.185855121951,7,-0.853614164973014,5.48532090859836,4.5972416205969,5.71085393506257,5.71981377425359,NA,NA,NA,NA,NA,NA
"16","Assam",2002,0.640771038,0,0,0,566.0112257,30,393.5980488,31,259.964140652,41,123.128627325,41,299.786539666667,298.25314483871,295.733688536585,295.238861219512,-7,-0.445083080878599,6.33861391139873,5.97533020784874,5.70307068695098,5.69794260522657,NA,NA,NA,NA,"2540.73","464.52"
"17","Assam",2003,0.615590695,0,0,0,687.0860803,30,288.19305471,31,280.158552985,41,63.414222424,41,299.534533666667,298.309689032258,294.967020731707,295.727592439024,-6,-0.485172992466284,6.53245958320862,5.66363058442008,5.70222971530468,5.69813217182545,NA,NA,NA,NA,"2529.86","441.17"
"18","Assam",2004,0.61939338,0,0,0,499.1323953,30,390.08977569,31,543.77074756,41,43.425014294,41,299.726831333333,298.647864193548,295.380342926829,295.005510731707,-5,-0.4790146992625,6.21287138180255,5.96637690671002,5.70287149762037,5.69926516761599,5339771,1158871,NA,22,"2383.74","436.25"
"19","Assam",2005,0.610448342,0,0,0,284.0303692,30,314.2914258,31,295.457049895,41,107.051208967,41,300.590874,297.248463548387,295.355677073171,295.458444634146,-4,-0.49356160490012,5.64908116624701,5.75032066312597,5.70575011757659,5.69456836667069,5521356,1427998,NA,NA,"2420.34","398.33"
"20","Assam",2006,0.621797622,0,0,0,427.8775897,30,324.6798127,31,239.806802339,41,34.409288544,41,299.771578333333,299.217811290323,295.927555853659,295.902852439024,-3,-0.475140605745626,6.05883714930063,5.78283950501712,5.70302077908421,5.70117177404214,5778352,1434835,28931,NA,"2196.58","379.45"
"21","Assam",2007,0.630234709,0,0,0,684.8892028,30,261.06124118,31,241.593799441,41,123.771784284,41,299.703175666667,299.791605806452,296.143493170732,295.703385121951,-2,-0.461662975009303,6.52925707744242,5.56475502033531,5.70279257041819,5.70308758596514,6056720,1557501,NA,NA,"2323.99","354.13"
"22","Assam",2008,0.62808806,0,0,0,516.069748,30,276.0384105,31,249.66590989,41,67.091662083,41,299.890597,299.264217096774,295.688556585366,295.444385365854,-1,-0.465074899414318,6.24624192688948,5.62054002451238,5.70341773147883,5.70132685240488,6403256,1752517,NA,NA,"2484.14","350.68"
"23","Assam",2009,0.6297632,0,1,0,391.9785212,30,282.4598916,31,167.72155334,40,61.031447906,41,300.520266,299.198809032258,296.387830243902,296.188550487805,0,-0.4624114032704,5.97120704543214,5.64353656386969,5.705515192633,5.70110826558524,NA,NA,NA,NA,"2497.63","340.83"
"24","Assam",2010,0.623969254,0,1,0,655.0178193,30,543.6171543,31,557.929008166,41,81.952014987,41,299.411305,298.510402903226,296.489839268293,296.567200243902,1,-0.471654184262533,6.48466244030337,6.29824523862235,5.70181823012372,5.69880478282246,NA,NA,NA,NA,NA,NA
"25","Assam",2011,0.623151325,0,1,0,449.2816406,30,443.7733927,31,217.952151477,41,51.300420162,41,300.494182666667,298.937086129032,295.756224634146,295.346587804878,2,-0.472965892418182,6.1076499530111,6.09531405534385,5.70542839494151,5.70023313696632,NA,NA,NA,NA,NA,NA
"26","Assam",2012,0.619845576,0,1,0,755.7381905,30,220.560385403,31,221.707272344,41,48.449708901,41,299.814230333333,299.432606129032,295.710474878049,295.23979902439,3,-0.478284902934067,6.62769500733834,5.39617151409795,5.70316305063052,5.70188937096241,NA,NA,NA,NA,NA,NA
"27","Assam",2013,0.653866431,0,1,0,375.08433575,30,488.4877295,31,208.27272653,41,64.14463933,41,301.301872333333,298.468003870968,296.366419512195,295.15731902439,4,-0.424852182328485,5.92715089601858,6.19131435243655,5.70811266029993,5.69866273737543,NA,NA,NA,NA,NA,NA
"28","Assam",2014,0.62240662,0,1,0,523.4082495,30,310.8886836,31,84.378565727,41,47.482945574,41,300.767906333333,298.73098,296.890075121951,296.533601463415,5,-0.474161669927733,6.26036175133981,5.73943491756018,5.70633889201287,5.69954343594703,NA,NA,NA,NA,NA,NA
"29","Assam",2015,0.65758076,0,1,0,634.3452376,30,345.2634989,31,217.373599832,41,44.508754148,41,299.865788333333,298.645242903226,296.528858780488,295.925354390244,6,-0.41918769357573,6.45259334503104,5.84430789043889,5.70333500233317,5.6992563903832,NA,NA,NA,NA,NA,NA
"30","Assam",2016,0.629025462,0,1,0,409.43786584,30,411.8105301,31,344.098775241,41,120.930057491,41,300.750937333333,298.324090322581,296.361538048781,297.000140731707,7,-0.463583542973809,6.01478516001024,6.02056336517497,5.70628247150274,5.69818044696784,NA,NA,NA,NA,NA,NA
"31","Bihar",2002,0.4492846,0,0,0,192.87977636,30,104.10978955,31,13.982209668,41,44.549999819,41,303.132553666667,302.961513225806,301.294393170732,296.889812926829,-7,-0.800098739033171,5.26206707439485,4.64544601106497,5.71417018069398,5.71360577838502,NA,NA,NA,NA,"3584.73","583.28"
"32","Bihar",2003,0.429274213,0,0,0,322.212502,30,34.448460093,31,29.242552541,40,111.516847193,41,303.481473333333,304.742016129032,300.895511707317,296.916520487805,-6,-0.845659373107578,5.77521127197644,3.53946429669282,5.71532056525357,5.71946556991823,NA,NA,NA,NA,"3768.25","744.15"
"33","Bihar",2004,0.431448501,0,0,0,258.0743986,30,63.693702834,28,11.526034735,37,11.219852476,36,302.914055333333,304.867116774194,302.056101463415,296.236869756098,-5,-0.840607124364601,5.55324791001861,4.15408570108238,5.71344911950972,5.71987599896256,7778116,2067296,NA,39,"3140.11","534.52"
"34","Bihar",2005,0.417861093,0,0,0,153.345471836,30,34.483110221,31,15.556496676,34,68.947390659,34,306.253389,304.394928387097,301.13649195122,296.650064390244,-4,-0.872606215082843,5.03269336182954,3.54046964535268,5.72441282792016,5.71832596483394,7646594,2082723,NA,NA,"3251.26","533.24"
"35","Bihar",2006,0.4390004,0,0,0,242.84754797,30,111.654769265,31,38.858311429,41,23.71839017,41,303.280826333333,303.950647096774,301.152182926829,297.456411707317,-3,-0.82325495474565,5.49243387184969,4.71541169358523,5.71465919585925,5.71686534315043,8884017,2714782,93549,NA,"3364.04","518.02"
"36","Bihar",2007,0.41944,0,0,0,271.99569656,30,60.43927909,31,25.592632413,31,26.827148741,40,303.811078333333,304.836891612903,300.93338,297.328382195122,-2,-0.86883479071786,5.60578624470025,4.10163920963651,5.71640605537348,5.71977685196369,9377406,2704872,NA,NA,"3477.42","524.27"
"37","Bihar",2008,0.426215816,0,0,0,346.15264303,30,93.22321118,31,18.078031975,36,3.106227498,39,302.087038666667,304.264589354839,301.088300731707,297.574994146341,-1,-0.852809450667816,5.84687984259972,4.5349967376802,5.71071518335658,5.7178976825827,10741179,3665967,NA,NA,"3495.27","546.87"
"38","Bihar",2009,0.4290183,0,1,0,127.640172988,30,170.356025973,31,5.916964909,38,9.224701027,35,305.378664333333,303.537289354839,301.612266341463,297.229301463415,0,-0.846255703621261,4.8492151566896,5.13789051755236,5.72155252896013,5.71550446738344,NA,NA,NA,NA,"3124.04","525.89"
"39","Bihar",2010,0.432854286,0,1,0,152.384748755,30,82.326805816,31,8.84779203,35,54.142817267,41,305.231151333333,304.852317419355,303.47336,298.140228536585,1,-0.837354129555816,5.02640856445874,4.41069676322987,5.72106936279056,5.71982745415978,NA,NA,NA,NA,NA,NA
"40","Bihar",2011,0.450945702,0,1,0,310.46456916,30,84.84208039,31,23.477778766,41,21.71380683,37,303.318323333333,303.737798387097,300.393561951219,297.103338292683,2,-0.796408341405972,5.7380697858771,4.44079165073012,5.71478282610195,5.7161648239289,NA,NA,NA,NA,NA,NA
"41","Bihar",2012,0.415256333,0,1,0,145.88938932,30,13.765722262,31,21.251613647,41,14.842492118,29,306.140001333333,306.382806129032,300.110587560976,296.326072926829,3,-0.878859279551447,4.98284872718156,2.62218160812249,5.72404251801887,5.72483532052502,NA,NA,NA,NA,NA,NA
"42","Bihar",2013,0.460768538,0,1,0,265.30320664,30,121.713270806,31,16.30853326,32,113.992938609,35,303.096288666667,304.216582580645,301.30250097561,296.264713414634,4,-0.774859448841152,5.58087334791573,4.80166803929088,5.71405053940505,5.71773989043889,NA,NA,NA,NA,NA,NA
"43","Bihar",2014,0.424498539,0,1,0,170.75941622,30,99.200495571,31,3.125342659,35,57.42090074,40,304.842376333333,304.867513548387,300.857592439024,296.647156097561,5,-0.856846714932771,5.14025564316759,4.59714300995375,5.71979484411373,5.71987730042774,NA,NA,NA,NA,NA,NA
"44","Bihar",2015,0.427110032,0,1,0,183.409199221,30,46.908149529,31,65.726520197,39,24.122717165,41,304.839046666667,304.932590322581,299.884200731707,297.847454146342,6,-0.850713612766225,5.21171971789376,3.84819142430159,5.7197839214694,5.72009073684412,NA,NA,NA,NA,NA,NA
"45","Bihar",2016,0.444448324,0,1,0,202.9894119,30,96.26152981,31,22.040428771,35,5.175810774,36,304.292596333333,303.554893548387,302.222394390244,297.482551463415,7,-0.810921487254426,5.31315381955343,4.56706875622738,5.7179897264503,5.71556246250856,NA,NA,NA,NA,NA,NA
"46","Chhattisgarh",2002,0.441378433,0,0,0,225.40655629,30,9.447038078,28,17.893702034,41,36.846744464,37,302.438502333333,307.012835806452,302.335387073171,296.608425853659,-7,-0.817852646797253,5.41790568853846,2.24570126147645,5.71187795873142,5.72688955715763,NA,NA,NA,NA,"3777.66","3777.66"
"47","Chhattisgarh",2003,0.491873397,0,0,0,188.290867163,30,0.819000288,27,37.230320296,40,95.006942408,41,304.493429666666,307.398301290322,301.978115365854,296.35993195122,-6,-0.709533918773848,5.23798793296271,-0.199670843480778,5.71864950946778,5.72814430503302,NA,NA,NA,NA,"3828.99","3828.99"
"48","Chhattisgarh",2004,0.475386579,0,0,0,242.507087155,30,24.716239411,31,13.342912636,31,20.284246562,35,302.012271666667,305.564737741935,303.435395853659,296.031610731707,-5,-0.743626955417944,5.49103093533193,3.20746049363021,5.71046765120714,5.72216166366467,4786229,705744,NA,20,"3843.87","3843.87"
"49","Chhattisgarh",2005,0.441580466,0,0,0,184.74929594,30,18.367659506,27,9.657118249,39,83.631646254,32,305.387066666667,305.978824516129,302.20679097561,295.789462926829,-4,-0.81739501959908,5.21899974894148,2.91059148261778,5.72158004305566,5.7235158986302,4940774,890805,NA,NA,"3854.37","3854.37"
"50","Chhattisgarh",2006,0.486094166,0,0,0,127.444344515,30,66.910048093,31,40.430499264,41,46.844620621,40,303.265993333333,304.243023870968,301.039446097561,296.780477317073,-3,-0.721352916648499,4.84767975569084,4.20334915156595,5.71461028619714,5.71782680266793,5859816,967892,23189.5,NA,"3905.34","3905.34"
"51","Chhattisgarh",2007,0.448173708,0,0,0,297.14263302,30,15.664696528,31,28.93626749,30,18.399262242,34,302.950918333333,305.696273225806,301.952223170732,296.352935609756,-2,-0.802574380647867,5.69421226938015,2.7514095516024,5.7135708066897,5.72259203786993,6364377,1295565,NA,NA,"3902.9","3902.9"
"52","Chhattisgarh",2008,0.439174107,0,0,0,377.10092456,30,5.401012627,30,63.403707351,39,12.627648047,36,300.728170666667,306.169729677419,301.22125097561,297.179956341463,-1,-0.822859345442759,5.93251285602476,1.68658645950841,5.70620676923354,5.72413962032707,6898211,1314267,NA,NA,"3928.83","3928.83"
"53","Chhattisgarh",2009,0.5001717,0,1,0,85.112131818,30,14.659753328,31,8.75320865000001,40,40.401753224,32,305.513435666667,306.47622516129,302.678928048781,296.938798292683,0,-0.69280383950823,4.44396958497215,2.68510587012322,5.72199375691355,5.72514018356273,NA,NA,NA,NA,"3837.6","3837.6"
"54","Chhattisgarh",2010,0.468501932,0,1,0,158.216917552,30,35.04156658,31,3.700419941,40,109.315890114,41,304.226205666667,306.321641935484,304.72330097561,297.273325853659,1,-0.758215053512803,5.0639669873658,3.55653497340214,5.71777152229058,5.72463566735147,NA,NA,NA,NA,NA,NA
"55","Chhattisgarh",2011,0.452505293,0,1,0,287.33358803,30,10.767944488,31,21.349076611,41,2.860143799,26,301.61463,305.771222903226,301.81120804878,297.064566097561,2,-0.792955818672999,5.6606438684105,2.37657361761419,5.70915014291489,5.72283718476088,NA,NA,NA,NA,NA,NA
