Dist Code,Year,State Code,State Name,Dist Name,Area,RICE AREA (1000 ha),WHEAT AREA (1000 ha),KHARIF SORGHUM AREA (1000 ha),RABI SORGHUM AREA (1000 ha),SORGHUM AREA (1000 ha),PEARL MILLET AREA (1000 ha),MAIZE AREA (1000 ha),FINGER MILLET AREA (1000 ha),BARLEY AREA (1000 ha),CHICKPEA AREA (1000 ha),PIGEONPEA AREA (1000 ha),MINOR PULSES AREA (1000 ha),GROUNDNUT AREA (1000 ha),SESAMUM AREA (1000 ha),RAPESEED AND MUSTARD AREA (1000 ha),SAFFLOWER AREA (1000 ha),CASTOR AREA (1000 ha),LINSEED AREA (1000 ha),SUNFLOWER AREA (1000 ha),SOYABEAN AREA (1000 ha),OILSEEDS AREA (1000 ha),SUGARCANE AREA (1000 ha),COTTON AREA (1000 ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha)
181,1996,4,Haryana,Jind,229.6,71.3,177.5,3.2,0,3.2,36,0,0,1.6,11.2,,,0,0.2,17.8,0,0,0.1,,0,18.3,11.9,66.1,1.35,2.53,3.88,0.86,0.26,
181,1997,4,Haryana,Jind,230.2,80.6,175,2.5,0,2.5,39.4,1.2,0,1.7,9.7,0.1,0.5,0,0.2,16.7,0,0,0,,0,17.2,9,59.9,1.12,1.71,2.82,0.1,0,
181,1998,4,Haryana,Jind,268,111,181,3,0,3,37,0,0,2,7,0,0,0,0,8,0,0,0,,0,9,5,46,0.96,1.86,2.82,0.06,0.04,44
181,1999,4,Haryana,Jind,255.57,116.5,203.1,2.3,0,2.3,34.4,0,0,0.6,2,0.1,0.1,0,0.2,5.8,0,0,0,0,0,6,6.2,36.7,0.95,1.72,2.67,0,0,44.47
181,2000,4,Haryana,Jind,255.76,111.6,206.5,1.4,0,1.4,40.3,0,0,1.6,0.8,0.1,0.1,0,0.2,4.1,0,0,0,0,0,4.3,7.1,38.9,0.89,1.91,2.8,0,0,44.76
181,2001,4,Haryana,Jind,260.8,104.3,206.8,1.4,0,1.4,38.7,0,0,1.5,0.8,0.1,0.1,0,0.2,6.2,0,0,0,0,0,6.4,8.8,46.8,1.04,2.11,3.15,0,0,45
181,2002,4,Haryana,Jind,228.98,69.3,203.4,0.8,0,0.8,40.7,0,0,0.9,0.6,1.1,0.2,0,0.9,10.7,0,0,0,0,0,11.6,11.9,37.8,1,1.96,2.95,0,0,43.38
181,2003,4,Haryana,Jind,257.9,91.1,206.9,0.4,0,0.4,46,0.5,0,0.8,0.6,0.7,0.1,0,0.4,9.8,0,0,0,0,0,10.2,9.3,43.2,0.99,1.78,2.77,0,0,46.2
181,2004,4,Haryana,Jind,265.57,90.89,206.9,0.57,0,0.57,45.81,0,0,0.85,0.43,0.89,0.08,0,0.37,12.55,0,0,0,0,0,12.9,5.71,49.97,0.98,1.96,2.94,0,0,45.3
181,2005,4,Haryana,Jind,276.23,96.7,204.6,0.2,0,0.2,46.8,0,0,0.8,0.69,0.8,0.23,0,0.3,16.1,0,0,0,0,0,16.38,3.6,49.7,0.99,1.63,2.62,0.02,0,45.22
181,2006,4,Haryana,Jind,255.84,93.7,213.3,0.1,0,0.1,54,0,0,1.1,0.5,1.02,0.08,0,0.2,5.9,0,0,0,0,0,6.1,5.1,45.8,1,1.75,2.75,0,0,43.66
181,2007,4,Haryana,Jind,256.68,95.3,213.4,0.1,0,0.1,55.7,0,0,0.9,0.5,1.25,0.05,0,0.3,5.2,0,0,0,0,0,5.5,5.3,44.3,1.02,1.79,2.81,0,0,43.93
181,2008,4,Haryana,Jind,254.88,106.9,215.2,0.3,0,0.3,53.1,0,,1,0.4,1.25,0.05,0,0.2,5.9,,0,,0,,6.1,2.1,45.1,0.94,1.6,2.54,0,0,33.83
181,2009,4,Haryana,Jind,251.18,108.3,215.2,0,0,0,44.9,0,,0.9,0.2,1.08,0.02,0,0.1,5.1,,0,,0,,5.2,1.2,46,0.88,1.63,2.51,0,0,39.46
181,2010,4,Haryana,Jind,218.96,113.9,215.8,0,0,0,43.2,0,,0.6,0.2,,,0,0.1,4.9,,,,,,5,2.1,47.3,0.9,1.3,2.2,0.3,0.01,1.86
181,2011,4,Haryana,Jind,222.27,114.8,216.6,0,0,0,28.3,0,,0.6,0.1,,,0,0.1,4.4,,,,,,4.5,2.9,63,0.85,0.97,1.81,0.3,0.04,3.67
181,2012,4,Haryana,Jind,230.74,114.01,215.98,0.08,0,0.08,22.68,0,0,0.56,0.07,0.07,0.11,0,0.06,4.58,0,0,0,0,0,4.6,3.39,66.78,0.61,1.22,1.83,0.3,0.09,13.81
181,2013,4,Haryana,Jind,244.31,120,217,0,0,0,15,0,0,1,0,0,0.1,0,0.1,4,0,0,0,0,0,4.2,4,73,0.52,1.1,1.61,0.16,0.05,22.91
181,2014,4,Haryana,Jind,223.59,123,219,0,0,0,11,0,0,1,0,0,,0,0,3,0,0,0,0,0,3.4,4,76,0.97,0.96,1.93,0.35,0.05,2.19
181,2015,4,Haryana,Jind,253.28,129,217,0,0,0,12,0,0,1,0,0,,0,0,4,0,0,0,0,0,4,0,72,0.97,0.96,1.93,0.2,0.08,31.28
181,2016,4,Haryana,Jind,226.1,135,217,,,0,19,0,,0,0,,0.1,0,,4,,,,,,4,5,59,,,,,,
181,2017,4,Haryana,Jind,222.6,135.7,216.4,,,0,13.9,0,,0.3,0.1,,0.2,0,,4.9,,,,,,5,,62.6,,,,,,
182,1990,4,Haryana,Mahendragarh,208.5,0,28.8,0.3,0,0.3,95.2,0,0,1.9,55.2,0,0.3,0,0,55.2,,,0,,,55.2,0,0.1,0.03,0.84,0.87,0,0.04,
182,1991,4,Haryana,Mahendragarh,260.5,0,33.5,0.1,0,0.1,97.3,0,0,3,11.9,0,0.1,0,0,79.9,,,0,,,79.9,0,0.1,0.07,0.75,0.83,0,0.05,
182,1992,4,Haryana,Mahendragarh,264.7,0,37.3,0.1,0,0.1,98.2,0,0,2,21.6,0,0.1,0,0,81.9,,,0,,,82,0,0.3,0.07,0.82,0.89,0,0.05,
182,1993,4,Haryana,Mahendragarh,247.5,0,37.3,0,0,0,81.6,0,0,1.6,26.1,0.1,0,0,0,81.6,,,0,,,81.7,0,1,0.01,0.78,0.79,0,0,
182,1994,4,Haryana,Mahendragarh,258.8,0,36.4,0,0,0,98.4,0,0,1.8,28.2,0.2,0,0,0,78.5,,,0,,,78.6,0,1.5,0.01,0.79,0.8,0,0.02,
182,1995,4,Haryana,Mahendragarh,291.3,0,33,0.1,0,0.1,86.3,0,0,1,18.6,,,0,0,95.3,0,0,0,,0,95.4,0,13.1,0.01,0.28,0.29,0,0,
182,1996,4,Haryana,Mahendragarh,288,0,36.8,0.1,0,0.1,86.3,0,0,0.7,17.9,,,0,0,93.8,0,0,0,,0,93.9,0,13.1,0,0.46,0.46,0,0.01,
182,1997,4,Haryana,Mahendragarh,262.9,0,40.7,0,0,0,92.3,0,0,1.3,27.1,1.2,0.1,0.1,0,80.8,0,0,0,,0,81,0,7.3,0,0.63,0.63,0,0.05,
182,1998,4,Haryana,Mahendragarh,277.64,0,45,0,0,0,96,0,0,1,28,0,0,0,0,76,0,0,0,,0,76,0,7,0,1.18,1.18,0.01,0.01,21.64
182,1999,4,Haryana,Mahendragarh,299.02,0,48.5,0,0,0,94.6,0,0,1,7.3,0.2,0,0,0,87.5,0,0,0,0,0,87.5,0,4.2,0,0.84,0.84,0,0,24.22
182,2000,4,Haryana,Mahendragarh,287.17,0,49.2,0,0,0,98.5,0,0,1.4,7.5,0.1,0,0,0,78.3,0,0,0,0,0,78.3,0,1.5,0,0.67,0.67,0,0,29.17
182,2001,4,Haryana,Mahendragarh,316.77,0,41.1,0,0,0,103.4,0,0,1.4,13.9,0,0.1,0.1,0,91.8,0,0,0,0,0,91.9,0,1.7,0,0.79,0.79,0,0,26.37
182,2002,4,Haryana,Mahendragarh,217.25,0,45.6,0.1,0,0.1,56.6,0,0,1,7.4,0.2,0.4,0.3,0,72,0,0,0,0,0,72.3,0,3.6,0,1.28,1.28,0,0.02,10.85
182,2003,4,Haryana,Mahendragarh,304.3,0,43,0.1,0,0.1,109.1,0,0,0.7,18.3,0.1,0.3,0.2,0,84.9,0,0,0,0,0,85.1,0,5.4,0,0.78,0.78,0,0.01,18.4
182,2004,4,Haryana,Mahendragarh,321.19,0,40.58,0.44,0,0.44,85.08,0,0,0.44,5.44,0,0.26,0.43,0.01,99.57,0,0,0,0,0,100,0,13.69,0,0.85,0.85,0,0,20.83
182,2005,4,Haryana,Mahendragarh,330.66,0,38.3,0.1,0,0.1,98.7,0,0,0.5,8.13,0.25,0.1,0.5,0,102.3,0,0,0,0,0,102.8,0,9.5,0,1.45,1.45,0,0.01,16.06
182,2006,4,Haryana,Mahendragarh,318.91,0,43.6,0,0,0,101,0,0,0.7,7.6,0.13,0.17,0.5,0,96.4,0,0,0,0,0,96.9,0,4,0,0.59,0.59,0,0,19.24
182,2007,4,Haryana,Mahendragarh,304.85,0,46.9,0,0,0,103.1,0,0,0.7,10,0.13,0.17,0.2,0,86.9,0,0,0,0,0,87.1,0,1.4,0,0.57,0.57,0,0,25.28
182,2008,4,Haryana,Mahendragarh,291.57,0,42.6,0,0,0,102.9,0,,0.8,10.9,0.16,0.24,0,0,93,,0,,0,,93,0,0.9,0,0.54,0.55,0,0,0.73
182,2009,4,Haryana,Mahendragarh,315.84,0,40.7,0,0,0,103,0,,0.7,3.3,0.16,0.34,0,0,93.7,,0,,0,,93.8,0,0.9,0,0.55,0.55,0,0.02,23.4
182,2010,4,Haryana,Mahendragarh,311.25,0,46,0,0,0,111.7,0,,0.9,11.1,,,0.1,0,89.6,,,,,,89.7,0,0.5,0,0.74,0.74,0,0.01,18.75
182,2011,4,Haryana,Mahendragarh,327.71,0,41,0,0,0,113.2,0,,0.9,7.5,,,0.1,0,98.3,,,,,,98.5,0,1.9,0,0.72,0.72,0,0.02,14.81
182,2012,4,Haryana,Mahendragarh,330.13,0,42.88,0.22,0,0.22,90.74,0,0,0.68,7.57,0.16,0.02,0.05,0.01,96.68,0,0.01,0,0,0,96.7,0,4.46,0.01,0.35,0.35,,,40.34
182,2013,4,Haryana,Mahendragarh,315.73,0,46,0,0,0,90,0,0,1,14,0.1,0,0,0,88,0,0,0,0,0,87.9,0,4,0.01,0.72,0.73,0,0.01,44.83
182,2014,4,Haryana,Mahendragarh,320.38,0,49,0,0,0,93,0,0,0,7,0,0.3,0,0,89,0,0,0,0,0,88.8,0,7,0.01,0.49,0.5,0.01,0,42.28
182,2015,4,Haryana,Mahendragarh,313.93,0,51,0,0,0,89,0,0,0,3,0,0.6,0.1,0,82,0,0,0,0,0,82.1,0,17,0.01,0.49,0.5,0,0.02,43.13
182,2016,4,Haryana,Mahendragarh,281.4,0,50,,,,99.3,0,,0.5,11.3,,1.3,,0,82.9,,,,,,82.9,,14.5,,,,0,,
182,2017,4,Haryana,Mahendragarh,287.3,0,49.1,,,0.2,98.5,0,,0.5,5.5,,0.6,,0,80.9,,,,,,80.9,,25.9,,,,,,
183,1990,4,Haryana,Ambala,89.1,58.8,92.9,0,0,0,0.8,18.5,0,0.6,5,3.4,6.1,1.3,0.4,4.1,,,0.1,,,6.1,10.3,0.6,0.39,6.06,6.45,1.96,0.76,
183,1991,4,Haryana,Ambala,89.8,56.6,86.4,0,0,0,1.4,16.4,0,0.6,2.9,2.5,4.5,1,0.3,4.6,,,0.1,,,9.8,10.5,0.5,0.27,6.02,6.29,1.96,0.6,
183,1992,4,Haryana,Ambala,92,59.8,94.9,0,0,0,1.6,18.3,0,0.4,2.3,2.3,4,0.8,0.3,4.4,,,0,,,10,10.2,0.5,0.72,7.26,7.98,2.33,1.74,
183,1993,4,Haryana,Ambala,97.7,62.8,92.8,0,0,0,1.9,17.9,0,0.3,2.3,2.1,4.5,0.6,0.3,6.5,,,0,,,11.9,8.5,0.4,0.29,7.01,7.3,2.33,1.07,
183,1994,4,Haryana,Ambala,97.3,62.9,84.3,0,0,0,1.5,17.5,0,0.4,1.6,2,3.7,0.8,0.3,3.5,,,0,,,14.5,9.4,0.3,0.24,6.9,7.13,1.7,1.51,
183,1995,4,Haryana,Ambala,82.2,59.4,66.3,0,0,0,0.6,7.2,0,0.2,0.5,,,0.1,0,2.4,0,0,0,,0,9.3,10,0.2,0.13,5.68,5.81,1.9,1.51,
183,1996,4,Haryana,Ambala,91.6,60.7,68.6,0,0,0,0.7,7.6,0,0.1,0.3,,,0.1,0,4.2,0,0,0,,0,13.3,12.3,0.2,0.09,5.86,5.94,2.47,1.46,
183,1997,4,Haryana,Ambala,91.3,65,71.6,0,0,0,0.7,7.5,0,0.1,0.2,0.3,3,0.1,0,3,0,0,0,,0,7.7,11.6,0.1,0.03,4.26,4.29,2.3,0.19,
183,1998,4,Haryana,Ambala,111.37,71,75,0,0,0,0,6,0,0,0,0,4,0,0,1,0,0,0,,0,4,14,0,0.05,4.61,4.65,2.57,0.9,17.37
183,1999,4,Haryana,Ambala,114.98,72.2,78.4,0,0,0,0.4,5.6,0,0,0,0.1,2.3,0,0,1.6,0,0,0,1.12,0,2.7,15,0,0.17,4.17,4.34,2.56,0.68,19.66
183,2000,4,Haryana,Ambala,112.99,71.9,79,0,0,0,0.5,4.4,0,0,0,0.4,2.2,0,0,1.4,0,0,0,0.44,0,1.9,15.7,0,0.12,4.1,4.22,1.88,1.05,18.95
183,2001,4,Haryana,Ambala,114.96,74.9,80,0,0,0,0.2,3.8,0,0,0.1,0.4,2.4,0,0,1,0,0,0,0,0,1,17.3,0,0.19,5.35,5.55,1.7,1.57,18.16
183,2002,4,Haryana,Ambala,107,61.5,80.6,0,0,0,0.3,2.7,0,0,0.1,0.1,3.3,0,0,1.7,0,0,0,0.07,0,1.8,17.4,0,0.11,4.19,4.3,2.3,0.09,20.93
183,2003,4,Haryana,Ambala,111.86,73.2,83.7,0,0,0,0.3,3,0,0.1,0.1,0.1,2.6,0,0,1.2,0,0,0,1.48,0,2.7,14.5,0,0.19,4.29,4.49,1.22,1.48,15.78
183,2004,4,Haryana,Ambala,114.18,73.58,82.32,0,0,0,0.34,3.01,0,0.03,0.13,0.04,2.63,0.01,0.01,1.51,0,0,0,2.22,0,3.7,12.67,0.01,0.2,4.92,5.13,2.02,0.92,17.47
183,2005,4,Haryana,Ambala,121.64,76.6,83,0,0,0,0.3,2.7,0,0,0.13,0.02,2.12,0,0,2.2,0,0,0,5.36,0,7.6,13.2,0,0.25,9.99,10.24,2.65,1.14,14.26
183,2006,4,Haryana,Ambala,117.71,75.7,81.7,0,0,0,0.3,2.5,0,0,0.1,0.03,2.07,0,0,1.8,0,0,0,1.6,0,3.4,14.3,0,0.09,5.81,5.9,2.7,0.83,18.54
183,2007,4,Haryana,Ambala,115.75,75.2,82.2,0,0,0,0.3,2.6,0,0,0,0.01,2.29,0,0,0.9,0,0,0,1.81,0,2.7,15.2,0,0.02,4.77,4.79,1.9,0.89,17.35
183,2008,4,Haryana,Ambala,112.92,81,83.6,0,0,0,0.3,2.1,,0,0.1,0.01,1.99,0,0,1.2,,0,,1.15,,2.3,11.1,0,0.08,4.96,5.04,2.15,0.88,13.88
183,2009,4,Haryana,Ambala,115.16,82.3,86.9,0,0,0,0.4,2,,0,0,0,2,0,0,1.2,,0,,0.41,,1.6,9.6,0,0.1,3.85,3.96,1.7,0.08,17.65
183,2010,4,Haryana,Ambala,111.35,81.9,86.8,0,0,0,0.4,1.5,,0,0.1,,,0,0,1.2,,,,,,1.6,9.6,0,0.1,5.05,5.15,1.7,0.85,16.65
183,2011,4,Haryana,Ambala,114.49,82.6,87,0,0,0,0.4,1.1,,0,0.1,,,0,0,1.3,,,,,,1.3,9.6,0,0.07,3.45,3.52,1.9,0,19.29
183,2012,4,Haryana,Ambala,103.38,82.64,87.17,0,0,0,0.49,0.8,0,0.02,0.04,0,1.36,0,0,1.41,0,0,0,0.05,0,1.5,10.11,0,0.02,4.38,4.4,1.82,0.86,5.8
183,2013,4,Haryana,Ambala,107.73,79,86,0,0,0,0,1,0,0,0,0,1.4,0,0,1,0,0,0,0.1,0,1.3,10,0,0.01,3.4,3.4,1.89,0,14.93
183,2014,4,Haryana,Ambala,101.81,83,88,0,0,0,1,0,0,0,0,0,1.2,0,0,1,0,0,0,2,0,3.6,10,0,0.01,2.38,2.4,1.78,0.6,0.01
183,2015,4,Haryana,Ambala,107.76,84.5,87.6,0,0,0,0,0.4,0,0,0,0,1.4,0,0,1.3,0,0,0,0,0,4.5,0,0,0.04,3.61,3.65,2.1,0.01,16.06
183,2016,4,Haryana,Ambala,99.8,82.7,86.7,,,0,0.3,0.3,,0,,,1.5,0,,1.3,,,,,,4.2,9.8,0,,,,2.1,,
183,2017,4,Haryana,Ambala,90.9,85,87.1,,,0,0.2,0,,,,,,0,,2,,,,,,3.7,,0,,,,,,
184,1990,4,Haryana,Karnal,128.2,115.2,129,0,0,0,0.5,2,0,0.3,0.8,1.3,2.1,0,0,0.6,,,0,,,0.9,8.4,0.2,0.92,2.37,3.29,0.84,0.16,
184,1991,4,Haryana,Karnal,166.4,144.7,163.2,0.2,0,0.2,1,1.7,0,0.3,0.9,1.5,1.8,0,0.1,1.1,,,0,,,6.9,9.4,0.7,0.89,2.31,3.2,1.17,0.38,
184,1992,4,Haryana,Karnal,172.8,155.7,163,0.5,0,0.5,1.7,2,0,0.2,0.6,1.9,1.5,0,0,0.6,,,0,,,3.4,8,0.7,1.05,3.22,4.26,0.84,0.42,
184,1993,4,Haryana,Karnal,172,157.4,168.5,0.1,0,0.1,1.8,1.7,0,0.3,0.6,1.3,1.6,0,0,0.8,,,0,,,2.8,6.6,0.5,1.09,2.54,3.63,0.98,0.09,
184,1994,4,Haryana,Karnal,174.8,158.7,165.1,0.4,0,0.4,1.7,1.6,0,0.1,0.6,1.5,1.5,0,0,0.7,,,0,,,4.6,6.4,0.3,1.08,1.69,2.77,1,0,
184,1995,4,Haryana,Karnal,168.8,154.4,160.6,0.1,0,0.1,1.5,1.3,0,0.2,0.5,,,0,0,1.2,0,0,0,,0,3.3,7.7,0.3,0.88,2.07,2.95,1.2,0.19,
184,1996,4,Haryana,Karnal,182.6,153.5,163.2,0,0,0,1.6,1.2,0,0.2,0.7,,,0,0,2.1,0,0,0,,0,14.3,10.5,0.4,1.29,3.8,5.08,1.28,0.35,
184,1997,4,Haryana,Karnal,178.8,161.4,163,0.1,0,0.1,1.7,0.9,0,0.1,0.6,0.8,1.2,0,0,1.2,0,0,0,,0,2.6,10.1,0.3,0.85,2.82,3.68,1.1,0.25,
184,1998,4,Haryana,Karnal,208.6,162,160,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,,0,2,9,0,0.84,4.21,5.06,1.13,0,32.6
184,1999,4,Haryana,Karnal,214.68,161.5,162.7,4,0,4,1.5,0.6,0,0.1,0.2,0.8,0.7,0,0,0.6,0,0,0,0,0,0.7,9.1,0.1,0.78,2.92,3.7,1.16,0,32.38
184,2000,4,Haryana,Karnal,205.85,158,166.5,0.1,0,0.1,2.8,0.5,0,0.3,0.5,0.7,0.7,0,0,0.9,0,0,0,0.03,0,1,9.6,0.1,1.47,3.14,4.61,0.96,0.16,32.22
184,2001,4,Haryana,Karnal,214.15,166,162.9,0,0,0,1.3,0.5,0,0.2,0.3,0.7,0.9,0,0.1,1,0,0,0,0,0,1.1,11.7,0.1,0.96,2.79,3.74,0.8,0,31.75
184,2002,4,Haryana,Karnal,207.04,159.1,167.5,0.2,0,0.2,0.9,0.3,0,0.1,0.3,0.4,0.8,0,0,0.9,0,0,0,0,0,0.9,13.5,0,0.63,3.43,4.05,0.92,0,30.44
184,2003,4,Haryana,Karnal,212.17,167.5,167.2,0,0,0,1,0.4,0,0.1,0.2,0.6,0.6,0,0,0.8,0,0,0,0,0,0.8,11.4,0.1,0.77,3.54,4.31,0.98,0.02,29.87
184,2004,4,Haryana,Karnal,211.19,167.41,170.74,0,0,0,1.03,0.16,0,0.11,0.22,0.25,0.84,0,0.03,0.71,0,0,0,0,0,0.8,10.63,0.06,0.64,3.63,4.26,0.88,0,29.57
184,2005,4,Haryana,Karnal,214.93,169.1,172.8,0,0,0,1.2,0.3,0,0.1,0.16,0.24,0.66,0,0.1,0.6,0,0,0,0,0,0.69,11.9,0.1,0.63,3.83,4.46,0.76,0,30.48
184,2006,4,Haryana,Karnal,212.87,166.2,166.7,0,0,0,1.7,0.3,0,0.1,0.2,0.28,1.02,0,0,0.7,0,0,0,0,0,0.7,12.4,0,0.54,3.81,4.34,0.8,0,30.05
184,2007,4,Haryana,Karnal,213,167.2,168.6,0,0,0,1.6,0.6,0,0.1,0.2,0.26,0.94,0,0.1,0.8,0,0,0,0,0,0.9,12.3,0,0.49,4.08,4.57,1,0.01,29.06
184,2008,4,Haryana,Karnal,216.41,169.1,172,0.1,0,0.1,2.8,0.6,,0.3,0.5,0.33,1.08,0,0,1,,0,,0,,1,9.6,0.1,0.85,2.74,3.59,0.96,0,31.23
184,2009,4,Haryana,Karnal,212.16,171.5,171.4,0,0,0,1.2,0.3,,0,0.1,0.19,0.92,0,0.1,0.8,,0,,0,,0.9,8,0,0.63,3.89,4.52,0.94,0,28.74
184,2010,4,Haryana,Karnal,213.38,172.7,170.8,0,0,0,0.4,0.3,,0,0.1,,,0,0.3,0.9,,,,,,1.1,11.6,0,0.52,3.93,4.45,1,0.02,26.38
184,2011,4,Haryana,Karnal,204.6,165,171.8,0,0,0,1,0.2,,0.1,0.1,,,0,0,1,,,,,,1,10.7,0,0.47,4.36,4.84,1,0.01,25.8
184,2012,4,Haryana,Karnal,187.23,170.17,172.79,0,0,0,0.9,0.22,0,0.03,0.1,0.14,0.66,0,0.03,1.09,0,0,0,0,0,1.1,10.61,0.01,0.45,4.37,4.82,0.86,0.01,2.63
184,2013,4,Haryana,Karnal,178,162,172,0,0,0,1,0,0,0,0,0.1,0.7,0,0,1,0,0,0,0,0,1.3,12,0,0.5,4.33,4.84,0.86,0.01,0
184,2014,4,Haryana,Karnal,186.91,172,174,0,0,0,1,0,0,0,0,0,0.7,0,0,1,0,0,0,0,0,1.2,11,0,0.47,4.29,4.76,0.69,0.01,0.01
184,2015,4,Haryana,Karnal,199.87,172.2,174.4,0,0,0,0.6,0,0,0,0.1,0,0.5,0,0,1.2,0,0,0,0,0,1.2,0,0.1,0.45,4.33,4.78,0.8,0.02,24.07
184,2016,4,Haryana,Karnal,190.8,174.8,197.3,,,0,0.4,0.2,,0.2,,,0.4,0,,1.6,,,,,,1.6,11.8,,,,,0,,
184,2017,4,Haryana,Karnal,177.6,174,176,,,0,0.4,0.1,,,,,,0,,1.6,,,,,,1.6,,0,,,,,,
185,1990,4,Haryana,Kurukshetra,118.8,101.6,105.2,0,0,0,0.2,1.7,0,0.2,0.6,0.2,1.9,0,0,1,,,0,,,1.7,12,0.2,1.11,4.61,5.72,3.67,0.43,
185,1991,4,Haryana,Kurukshetra,122.9,94.5,100.3,0,0,0,0.2,1.5,0,0.1,0.4,0.4,1.4,0,0,3.4,,,0,,,10,13.2,0.1,0.89,7.07,7.96,5.83,0.45,
185,1992,4,Haryana,Kurukshetra,128.3,107.9,110.7,0,0,0,0.2,1.4,0,0,0.4,0.3,1.3,0,0,1,,,0,,,6.1,11.7,0.1,0.88,7.26,8.14,6.05,0.46,
185,1993,4,Haryana,Kurukshetra,121.4,109.6,111,0,0,0,0.2,1.2,0,0,0.3,0.3,1.1,0,0,0.9,,,0,,,1,8.5,0.1,0.78,5.26,6.04,4.29,0.01,
185,1994,4,Haryana,Kurukshetra,134.7,111.7,102.4,0,0,0,0.1,1.1,0,0,0.4,0.4,1.2,0,0,0.7,,,0,,,11.7,9.3,0,0.77,5.97,6.74,4.7,0,
185,1995,4,Haryana,Kurukshetra,137.9,110.4,99.8,0,0,0,0,1,0,0,0.4,,,0,0,1.3,0,0,0,,0,13,13.2,0,0.82,5.68,6.49,4.2,0.58,
185,1996,4,Haryana,Kurukshetra,149.9,107.9,95.7,0,0,0,0.2,1,0,0,0.2,,,0,0,2.2,0,0,0,,0,24.8,14.8,0,0.91,5.37,6.28,4.48,0,
185,1997,4,Haryana,Kurukshetra,168.4,106.5,96.6,0,0,0,0,0.9,0,0,0.2,0.7,0.6,0,0,2,0,0,0,,0,44.9,14.4,0,1.84,0.89,2.73,0,0,
185,1998,4,Haryana,Kurukshetra,159.01,114,106,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,13,12,0,0.7,12.35,13.06,5.33,3,19.01
185,1999,4,Haryana,Kurukshetra,158.78,111.6,106.3,0,0,0,0,0.2,0,0,0.2,0.4,0.7,0,0,0.5,0,0,0,4.08,0,4.6,17.3,0,1.02,6.05,7.06,4.77,0.05,20
185,2000,4,Haryana,Kurukshetra,145.98,111.8,108.9,0,0,0,0.1,0.3,0,0,0.1,0.1,0.7,0,0,0.2,0,0,0,0,0,0.2,16,0,0.6,4.71,5.31,3.51,0,16.98
185,2001,4,Haryana,Kurukshetra,151.17,111.4,110.4,0,0,0,0,0.4,0,0,0.2,0.3,1,0,0,0.5,0,0,0,0.89,0,1.4,18,0,0.71,4.76,5.47,3.1,0.36,17.98
185,2002,4,Haryana,Kurukshetra,145.74,106.9,108.8,0,0,0,0.1,0.3,0,0,0.2,0.5,0.6,0,0,0.3,0,0,0,0.84,0,1.2,18.2,0,0.61,5.38,5.99,3.99,0.02,17.6
185,2003,4,Haryana,Kurukshetra,151.36,112,112,0,0,0,0,0.3,0,0,0.1,0,0.8,0,0,0.3,0,0,0,2.74,0,3.1,14.9,0,0.67,6.72,7.38,4.72,0.29,17.52
185,2004,4,Haryana,Kurukshetra,156.56,121.84,113.85,0,0,0,0.05,0.21,0,0.01,0.14,0.01,0.55,0,0,0.69,0,0,0,2.09,0,2.8,11.79,0,0.63,6.72,7.34,4.93,0.23,16.74
185,2005,4,Haryana,Kurukshetra,157.57,110.8,109.2,0,0,0,0.1,0.2,0,0,0.14,0,1.08,0,0,0.7,0,0,0,6.06,0,6.82,13.5,0,0.58,8.57,9.15,5.37,1.46,18.51
185,2006,4,Haryana,Kurukshetra,149.47,109,110.3,0,0,0,0.1,0.1,0,0,0.2,0.06,1.14,0,0,0.9,0,0,0,3.11,0,4,15.2,0,0.58,8.24,8.82,6,0.36,16.02
185,2007,4,Haryana,Kurukshetra,158.05,114.5,112.3,0,0,0,0.1,0.1,0,0,0.1,0,0.5,0,0,0.5,0,0,0,4.94,0,5.5,16,0,0.67,7.97,8.64,5.1,0.75,16.01
185,2008,4,Haryana,Kurukshetra,156.65,121.5,115.1,0,0,0,0.1,0.1,,0,0.1,0.04,0.66,0,0,0.8,,0,,5.02,,5.8,11.3,0,0.62,6.74,7.36,5.89,0.01,11.47
185,2009,4,Haryana,Kurukshetra,165.44,118,114.2,0,0,0,0,0.1,,0,0.1,0.01,0.79,0,0,0.9,,0,,5.1,,6,13.9,0,0.54,7.62,8.16,6.17,0.29,20.75
185,2010,4,Haryana,Kurukshetra,147.15,119.8,114.2,0,0,0,0,0,,0,0.1,,,0,0,1,,,,,,4.2,8.5,0,0.66,8.14,8.8,6.8,0,13.65
185,2011,4,Haryana,Kurukshetra,137.01,121.2,112,0,0,0,0,0.8,,0,0.1,,,0,0,1.5,,,,,,4.2,9.9,0,0.66,9.54,10.2,6.7,0.65,0.21
185,2012,4,Haryana,Kurukshetra,132.28,110.73,112.66,0.01,0,0.01,0.01,0.33,0,0,0.07,0,0.83,0,0,1.95,0,0,0,3.48,0,5.5,9.3,0,0.23,8.64,8.86,6.95,0.34,0.46
